page_id,text,label,Pattern Category,clean_text,urgency_kw_count,scarcity_kw_count,shame_phrase_flag,cancel_diff_score,social_proof_flag,price_drip_flag,discount_claim_flag,neg_option_flag,exclamation_count,question_count,number_present,time_reference_flag
1009,Specs,0,Not a Dark Pattern,spec,0,0,0,0,0,0,0,0,0,0,0,0
1073,4 items left,1,False Urgency,item left,0,0,0,0,0,0,0,0,0,0,1,0
495,HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,1,False Urgency,hurry ! exclusive deal for you !,1,0,0,0,0,0,1,0,2,0,1,0
718,Offer ends in,1,False Urgency,offer end in,1,0,0,0,0,0,1,0,0,0,0,0
25,"Another babe in Alexandria, United States just ordered Flat Tummy Tea",1,Disguised Advertisement,another babe in alexandria united state just ordered flat tummy tea,0,0,0,0,0,0,0,0,0,0,0,0
276,Someone in Boling Iago Texas United States Purchased Seek Discomfort Sketch White iPhone Case 5 hours ago,1,Disguised Advertisement,someone in boling iago texas united state purchased seek discomfort sketch white iphone case hour ago,0,0,0,0,0,0,0,0,0,0,1,1
819,More Info,0,Not a Dark Pattern,more info,0,0,0,0,0,0,0,0,0,0,0,0
822,Daystate FAC Air Rifles,0,Not a Dark Pattern,daystate fac air rifle,0,0,0,0,0,0,0,0,0,0,0,1
4,"Keyboard Navigation Profile (Motor-Impaired): this profile enables motor-impaired persons to operate the website using the keyboard Tab, Shift+Tab, and the Enter keys. Users can also use shortcuts such as “M” (menus), “H” (headings), “F” (forms), “B” (buttons), and “G” (graphics) to jump to specific elements.",0,Not a Dark Pattern,keyboard navigation profile motorimpaired this profile enables motorimpaired person to operate the website using the keyboard tab shifttab and the enter key user can also use shortcut such a m menu h heading f form b button and g graphic to jump to specific element,0,0,0,0,0,0,0,0,0,0,0,0
126,24 sold in last 24 hours.,1,Disguised Advertisement,sold in last hour,0,0,0,0,0,0,0,0,0,0,1,1
1428,#CERTIFIED_FACE_MASKS,0,Not a Dark Pattern,certifiedfacemasks,0,0,0,0,0,0,0,0,0,0,0,0
1468,Shop the Look,0,Not a Dark Pattern,shop the look,0,0,0,0,0,0,0,0,0,0,0,0
638,Kicks Remotes,0,Not a Dark Pattern,kick remote,0,0,0,0,0,0,0,0,0,0,0,0
1414,Only 7 left in stock.,1,False Urgency,only left in stock,0,1,0,0,0,0,0,0,0,0,1,0
414,Whey Protein Isolate,0,Not a Dark Pattern,whey protein isolate,0,0,0,0,0,0,0,0,0,0,0,0
1736,Cases for Magsafe Refine by Product Type: Cases for Magsafe,0,Not a Dark Pattern,case for magsafe refine by product type case for magsafe,0,0,0,0,0,0,0,0,0,0,0,0
414,Product Info,0,Not a Dark Pattern,product info,0,0,0,0,0,0,0,0,0,0,0,0
35,Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,1,Disguised Advertisement,someone from norway purchased a super fg grater x faster off,0,0,0,0,1,0,1,0,0,0,1,0
395,Sign In With Google,0,Not a Dark Pattern,sign in with google,0,0,0,0,0,0,0,0,0,0,0,0
203,Shop All,0,Not a Dark Pattern,shop all,0,0,0,0,0,0,0,0,0,0,0,0
1119,You can change your preference here Shop for Select an age,0,Not a Dark Pattern,you can change your preference here shop for select an age,0,0,0,0,0,0,0,0,0,0,0,0
1656,1 in Stock,1,False Urgency,in stock,0,1,0,0,0,0,0,0,0,0,1,0
1405,Low Stock Alert: Only 8 left in inventory,1,False Urgency,low stock alert only left in inventory,0,2,0,0,0,0,0,0,0,0,1,0
1536,Womens Platform Shoes,0,Not a Dark Pattern,womens platform shoe,0,0,0,0,0,0,0,0,0,0,0,0
767,Screen print graphics,0,Not a Dark Pattern,screen print graphic,0,0,0,0,0,0,0,0,0,0,0,0
149,"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",1,Disguised Advertisement,ibkul solid mock neck half zip pullover purchased from clinton md u minute ago,0,0,0,0,0,0,0,0,0,0,1,1
395,Thin and tough - protects from minor scratches,0,Not a Dark Pattern,thin and tough protects from minor scratch,0,0,0,0,0,0,0,0,0,0,0,0
361,Kimberly R.,0,Not a Dark Pattern,kimberly r,0,0,0,0,0,0,0,0,0,0,0,0
432,I don't feel lucky,1,Interface Interference,i dont feel lucky,0,0,0,0,0,0,0,0,0,0,0,0
1673,Only 3 items left,1,False Urgency,only item left,0,0,0,0,0,0,0,0,0,0,1,0
680,Butterscotch Cakes,0,Not a Dark Pattern,butterscotch cake,0,0,0,0,0,0,0,0,0,0,0,0
146,"Someone in Saint Kilda, Victoria purchased Frank Queen Size Bed Base",1,Disguised Advertisement,someone in saint kilda victoria purchased frank queen size bed base,0,0,0,0,0,0,0,0,0,0,0,0
662,Awntech New Yorker Window/Entry Slope Awnin ...,0,Not a Dark Pattern,awntech new yorker windowentry slope awnin,0,0,0,0,0,0,0,0,0,0,0,0
214,45 ADDED TO BAG IN THE PAST 24 HOURS,1,Disguised Advertisement,added to bag in the past hour,0,0,0,0,0,0,0,0,0,0,1,1
1147,87% offers claimed. Hurry up!,1,False Urgency,offer claimed hurry up !,1,0,0,0,0,0,1,0,1,0,1,0
1031,HURRY! £32.99 UK DELIVERY ENDS SOON,1,False Urgency,hurry ! uk delivery end soon,1,0,0,0,0,0,0,0,1,0,1,1
1289,ONLY 3 LEFT,1,False Urgency,only left,0,1,0,0,0,0,0,0,0,0,1,0
1386,8 items left,1,False Urgency,item left,0,0,0,0,0,0,0,0,0,0,1,0
137,19 people viewed this product per day,1,Disguised Advertisement,people viewed this product per day,0,0,0,0,1,0,0,0,0,0,1,1
1630,Irwin,0,Not a Dark Pattern,irwin,0,0,0,0,0,0,0,0,0,0,0,0
1102,96 ITEM(S) LEFT IN STOCK!,1,False Urgency,item left in stock !,0,0,0,0,0,0,0,0,1,0,1,0
117,__________,0,Not a Dark Pattern,,0,0,0,0,0,0,0,0,0,0,0,0
1138,Only 1 left In Stock,1,False Urgency,only left in stock,0,1,0,0,0,0,0,0,0,0,1,0
1536,Availability: Only 4 Left!,1,False Urgency,availability only left !,0,1,0,0,0,0,0,0,1,0,1,0
680,Personalised Gifts,0,Not a Dark Pattern,personalised gift,0,0,0,0,0,0,0,0,0,0,0,0
1405,A customer service specialist will contact you soon.,0,Not a Dark Pattern,a customer service specialist will contact you soon,0,0,0,0,0,0,0,0,0,0,0,1
521,Your order is reserved for 09:54 minutes!,1,False Urgency,your order is reserved for minute !,0,0,0,0,0,0,0,0,1,0,1,1
1630,Screws & Other Fixings,0,Not a Dark Pattern,screw other fixing,0,0,0,0,0,0,0,0,0,0,0,0
66,Use the domain shortly after payment,0,Not a Dark Pattern,use the domain shortly after payment,0,0,0,0,0,0,0,0,0,0,0,0
1459,Office Supplies & Decor,0,Not a Dark Pattern,office supply decor,0,0,0,0,0,0,0,0,0,0,0,0
1531,This size has only 1 left in stock,1,False Urgency,this size ha only left in stock,0,1,0,0,0,0,0,0,0,0,1,0
1468,Arrow,0,Not a Dark Pattern,arrow,0,0,0,0,0,0,0,0,0,0,0,0
1044,Returns an Item,0,Not a Dark Pattern,return an item,0,0,0,0,0,0,0,0,0,0,0,0
157,HOT PRODUCT Over 250 people are looking at this item.,1,Disguised Advertisement,hot product over people are looking at this item,0,0,0,0,1,0,0,0,0,0,1,0
478,I don't want to save money,1,Confirm Shaming,i dont want to save money,0,0,0,0,0,0,0,0,0,0,0,0
230,Hair type: Curly,0,Not a Dark Pattern,hair type curly,0,0,0,0,0,0,0,0,0,0,0,0
745,DEAL ENDS IN 40:55:13,1,False Urgency,deal end in,2,0,0,0,0,0,1,0,0,0,1,0
216,Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,1,Disguised Advertisement,someone bought hype blue large splat kid legging,0,0,0,0,0,0,0,0,0,0,0,0
1171,Only 1 Left,1,False Urgency,only left,0,1,0,0,0,0,0,0,0,0,1,0
198,Search for similiar products,0,Not a Dark Pattern,search for similiar product,0,0,0,0,0,0,0,0,0,0,0,0
1250,Only 33 left,1,False Urgency,only left,0,1,0,0,0,0,0,0,0,0,1,0
991,FAMILY SHADE PACK | PICK YOUR PACK,0,Not a Dark Pattern,family shade pack pick your pack,0,0,0,0,0,0,0,0,0,0,0,0
638,Promaster City Remotes,0,Not a Dark Pattern,promaster city remote,0,0,0,0,0,0,0,0,0,0,0,0
1217,"Hurry, only a few left!",1,False Urgency,hurry only a few left !,1,1,0,0,0,0,0,0,1,0,0,0
1509,V&A Collection People Tree’s collaboration with the Victoria and Albert Museum offers a stylish and contemporary capsule collection which celebrates the beauty and variety of pattern which the London museum is renowned for.,0,Not a Dark Pattern,va collection people tree collaboration with the victoria and albert museum offer a stylish and contemporary capsule collection which celebrates the beauty and variety of pattern which the london museum is renowned for,0,0,0,0,0,0,1,0,0,0,0,0
1115,Only 11 left!,1,False Urgency,only left !,0,1,0,0,0,0,0,0,1,0,1,0
1404,Hurry! Only 6 left in stock,1,False Urgency,hurry ! only left in stock,1,1,0,0,0,0,0,0,1,0,1,0
213,40 users are currently active on our website just now.,1,Disguised Advertisement,user are currently active on our website just now,0,0,0,0,0,0,0,0,0,0,1,0
230,Hair Tools,0,Not a Dark Pattern,hair tool,0,0,0,0,0,0,0,0,0,0,0,0
1429,Email Address*,0,Not a Dark Pattern,email address,0,0,0,0,0,0,0,0,0,0,0,0
1779,Send Us Your Jersey,0,Not a Dark Pattern,send u your jersey,0,0,0,0,0,0,0,0,0,0,0,0
1468,View All Home Office Furniture,0,Not a Dark Pattern,view all home office furniture,0,0,0,0,0,0,0,0,0,0,0,0
1425,Search Result:Search Results:,0,Not a Dark Pattern,search resultsearch result,0,0,0,0,0,0,0,0,0,0,0,0
1142,90% offers claimed. Hurry up!,1,False Urgency,offer claimed hurry up !,1,0,0,0,0,0,1,0,1,0,1,0
1536,Tube Tops,0,Not a Dark Pattern,tube top,0,0,0,0,0,0,0,0,0,0,0,0
21,"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",1,Disguised Advertisement,mitchell h purchased a dimplex ignitexl linear built in electric fireplace,0,0,0,0,1,0,0,0,0,0,1,0
230,Hair type: Wavy,0,Not a Dark Pattern,hair type wavy,0,0,0,0,0,0,0,0,0,0,0,0
215,7 people looked at this product in the last 24 hours.,1,Disguised Advertisement,people looked at this product in the last hour,0,0,0,0,1,0,0,0,0,0,1,1
527,Glow Gear,0,Not a Dark Pattern,glow gear,0,0,0,0,0,0,0,0,0,0,0,0
1292,18 In Stock,1,False Urgency,in stock,0,1,0,0,0,0,0,0,0,0,1,0
171,Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,1,Disguised Advertisement,someone in new lynn bought a kogan a earphone with inline control for iosandroid hour ago,0,0,0,0,0,0,0,0,0,0,1,1
668,00:15:07:45,1,False Urgency,,0,0,0,0,0,0,0,0,0,0,1,0
315,"No, I'll rather pay full price.",1,Trick Question,no ill rather pay full price,0,0,0,0,0,0,0,0,0,0,0,0
1464,Only 9 Left.,1,False Urgency,only left,0,1,0,0,0,0,0,0,0,0,1,0
149,Deals of the Week,0,Not a Dark Pattern,deal of the week,0,0,0,0,0,0,1,0,0,0,0,1
1667,"... It covers love and loss, friendship and pain through",0,Not a Dark Pattern,it cover love and loss friendship and pain through,0,0,0,0,0,0,0,0,0,0,0,0
59,1 person is viewing this,1,Disguised Advertisement,person is viewing this,0,0,0,0,0,0,0,0,0,0,1,0
510,Your order is reserved for 09:14 minutes!,1,False Urgency,your order is reserved for minute !,0,0,0,0,0,0,0,0,1,0,1,1
680,"Gift TypeFlowers, Cakes, Plants, etc.",0,Not a Dark Pattern,gift typeflowers cake plant etc,0,0,0,0,0,0,0,0,0,0,0,0
984,CAMILLA World,0,Not a Dark Pattern,camilla world,0,0,0,0,0,0,0,0,0,0,0,0
714,Sweep Train Simple A Line Tulle Wedding Dress with Appliques and Beading,0,Not a Dark Pattern,sweep train simple a line tulle wedding dress with applique and beading,0,0,0,0,0,0,0,0,0,0,0,0
103,Fun Treat Tossing,0,Not a Dark Pattern,fun treat tossing,0,0,0,0,0,0,0,0,0,0,0,0
1024,Limited time remaining!,1,False Urgency,limited time remaining !,1,0,0,0,0,0,0,0,1,0,0,0
384,"No thanks, I'll pay full price",1,Confirm Shaming,no thanks ill pay full price,0,0,1,0,0,0,0,0,0,0,0,0
1434,Your shopping bag is empty...,0,Not a Dark Pattern,your shopping bag is empty,0,0,0,0,0,0,0,0,0,0,0,0
209,Trousers & Chinos,0,Not a Dark Pattern,trouser chino,0,0,0,0,0,0,0,0,0,0,0,0
1272,Only 5 item(s) left.,1,False Urgency,only item left,0,0,0,0,0,0,0,0,0,0,1,0
664,Chargers,0,Not a Dark Pattern,charger,0,0,0,0,0,0,0,0,0,0,0,0
1652,(only 5 left),1,False Urgency,only left,0,1,0,0,0,0,0,0,0,0,1,0
113,Eyelashes,0,Not a Dark Pattern,eyelash,0,0,0,0,0,0,0,0,0,0,0,0
66,Pick the price that matches your budget.,0,Not a Dark Pattern,pick the price that match your budget,0,0,0,0,0,0,0,0,0,0,0,0
212,"Bringing the latest footwear, ‘fits and accessories from the biggest brands, the JD app makes coppin’ the hottest looks even easier!",0,Not a Dark Pattern,bringing the latest footwear fit and accessory from the biggest brand the jd app make coppin the hottest look even easier !,0,0,0,0,0,0,0,0,1,0,0,0
1468,Child Safety,0,Not a Dark Pattern,child safety,0,0,0,0,0,0,0,0,0,0,0,0
117,Cosmic Rainbow,0,Not a Dark Pattern,cosmic rainbow,0,0,0,0,0,0,0,0,0,0,0,0
1488,NRA Annual Meetings & Exhibits,0,Not a Dark Pattern,nra annual meeting exhibit,0,0,0,0,0,0,0,0,0,0,0,0
1673,ShoesBootsCasual ShoesFormal ShoesSandals & Flip-flopsShoe Care & AccessoriesSlippersSneakers & CanvasSports Shoes,0,Not a Dark Pattern,shoesbootscasual shoesformal shoessandals flipflopsshoe care accessoriesslipperssneakers canvassports shoe,0,0,0,0,0,0,0,0,0,0,0,0
1317,Moonstone Beads,0,Not a Dark Pattern,moonstone bead,0,0,0,0,0,0,0,0,0,0,0,0
400,I'll Shop Without A Discount,1,Interface Interference,ill shop without a discount,0,0,0,0,0,0,1,0,0,0,0,0
1477,Only 11 Left In Stock,1,False Urgency,only left in stock,0,1,0,0,0,0,0,0,0,0,1,0
1446,Netherlands Antilles USD,0,Not a Dark Pattern,netherlands antilles usd,0,0,0,0,0,0,0,0,0,0,0,0
414,Was this product description useful?YesNo,0,Not a Dark Pattern,wa this product description useful ? yesno,0,0,0,0,0,0,0,0,0,1,0,0
765,Returns Information,0,Not a Dark Pattern,return information,0,0,0,0,0,0,0,0,0,0,0,0
812,TiesToys & GamesTravelWatches,0,Not a Dark Pattern,tiestoys gamestravelwatches,0,0,0,0,0,0,0,0,0,0,0,0
130,Bought by 39 people in last few hours! HOT SELLER!,1,Disguised Advertisement,bought by people in last few hour ! hot seller !,0,0,0,0,1,0,0,0,2,0,1,1
1381,Books and Stationery,0,Not a Dark Pattern,book and stationery,0,0,0,0,0,0,0,0,0,0,0,0
494,Your order is reserved for 08:48 minutes!,1,False Urgency,your order is reserved for minute !,0,0,0,0,0,0,0,0,1,0,1,1
556,11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,1,False Urgency,hour minute second,0,0,0,0,0,0,0,0,0,0,1,1
1550,Bioactive Custodians,0,Not a Dark Pattern,bioactive custodian,0,0,0,0,0,0,0,0,0,0,0,0
1330,Most-Hearted Styles Shop Now,0,Not a Dark Pattern,mosthearted style shop now,0,0,0,0,0,0,0,0,0,0,0,0
1723,Use a clean vase and clean water.,0,Not a Dark Pattern,use a clean vase and clean water,0,0,0,0,0,0,0,0,0,0,0,0
1359,"well, this is awkward.",0,Not a Dark Pattern,well this is awkward,0,0,0,0,0,0,0,0,0,0,0,0
976,@elsieandpresley_ got some fantastic color results with our Hair Color Wax. Well done 👏,0,Not a Dark Pattern,elsieandpresley got some fantastic color result with our hair color wax well done,0,0,0,0,0,0,0,0,0,0,0,0
1409,All Licensed,0,Not a Dark Pattern,all licensed,0,0,0,0,0,0,0,0,0,0,0,0
133,Nursing chairs,0,Not a Dark Pattern,nursing chair,0,0,0,0,0,0,0,0,0,0,0,0
1247,Only 1 Item(s) left,1,False Urgency,only item left,0,0,0,0,0,0,0,0,0,0,1,0
583,Discount pending $10 OFF 00:30:00,1,False Urgency,discount pending off,0,0,0,0,0,0,1,0,0,0,1,0
149,Juniors' Shoes,0,Not a Dark Pattern,junior shoe,0,0,0,0,0,0,0,0,0,0,0,0
1016,Limited Time: $10 Off! Discount Reflected In Price!,1,False Urgency,limited time off ! discount reflected in price !,1,0,0,0,0,0,1,0,2,0,1,0
1051,Switchers,0,Not a Dark Pattern,switcher,0,0,0,0,0,0,0,0,0,0,0,0
1158,Data Processor Privacy Policy: https://cookieinformation.com/cookie-and-privacy-policy,0,Not a Dark Pattern,data processor privacy policy httpscookieinformationcomcookieandprivacypolicy,0,0,0,0,0,0,0,0,0,0,0,0
1466,Ribbons,0,Not a Dark Pattern,ribbon,0,0,0,0,0,0,0,0,0,0,0,0
350,"By clicking Sign Up, you agree to receive marketing text messages from Southern Tide at the number provided, including messages sent by autodialer. Consent is not a condition of any purchase. Message and data rates may apply. Message frequency varies. Reply HELP for help or STOP to cancel. View our Privacy Policy and Terms of Service.",0,Not a Dark Pattern,by clicking sign up you agree to receive marketing text message from southern tide at the number provided including message sent by autodialer consent is not a condition of any purchase message and data rate may apply message frequency varies reply help for help or stop to cancel view our privacy policy and term of service,0,0,0,0,0,0,0,0,0,0,0,0
229,IN 43 PEOPLE'S SHOPPING BAG,1,Disguised Advertisement,in people shopping bag,0,0,0,0,1,0,0,0,0,0,1,0
1317,Amethyst Beads,0,Not a Dark Pattern,amethyst bead,0,0,0,0,0,0,0,0,0,0,0,0
300,Down Jackets,0,Not a Dark Pattern,down jacket,0,0,0,0,0,0,0,0,0,0,0,0
502,Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,1,False Urgency,hurry up ! price increase in day hr min sec,1,0,0,0,0,0,0,0,1,0,1,1
86,"BERNARD in Philadelphia, United States purchased a",1,Disguised Advertisement,bernard in philadelphia united state purchased a,0,0,0,0,1,0,0,0,0,0,0,0
368,"NO THANKS, I DON’T MIND MISSING OUT",1,Confirm Shaming,no thanks i dont mind missing out,0,0,1,0,0,0,0,0,0,0,0,0
1198,"Hurry, only 1 left!",1,False Urgency,hurry only left !,1,1,0,0,0,0,0,0,1,0,1,0
1575,Only 26 Left,1,False Urgency,only left,0,1,0,0,0,0,0,0,0,0,1,0
178,7 sold in last 24 hours,1,Disguised Advertisement,sold in last hour,0,0,0,0,0,0,0,0,0,0,1,1
569,Buy Wearables»,0,Not a Dark Pattern,buy wearable,0,0,0,0,0,0,0,0,0,0,0,0
771,LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,1,False Urgency,last chance up to off end in hr min sec,2,0,0,0,0,0,1,0,0,0,1,0
907,Watercolour Brushes Toggle category Watercolour Brushes,0,Not a Dark Pattern,watercolour brush toggle category watercolour brush,0,0,0,0,0,0,0,0,0,0,0,0
729,LightInTheBox 掲載記事,0,Not a Dark Pattern,lightinthebox,0,0,0,0,0,0,0,0,0,0,0,0
108,Clear filter,0,Not a Dark Pattern,clear filter,0,0,0,0,0,0,0,0,0,0,0,0
825,HURRY UP > 09H 42M 39S,1,False Urgency,hurry up h m s,1,0,0,0,0,0,0,0,0,0,1,0
1409,Sweats,0,Not a Dark Pattern,sweat,0,0,0,0,0,0,0,0,0,0,0,0
976,Q: Will this damage my hair?,0,Not a Dark Pattern,q will this damage my hair ?,0,0,0,0,0,0,0,0,0,1,0,0
1330,Brandon Blackwood,0,Not a Dark Pattern,brandon blackwood,0,0,0,0,0,0,0,0,0,0,0,0
91,"Someone in Sasebo, Japan just bought",1,Disguised Advertisement,someone in sasebo japan just bought,0,0,0,0,0,0,0,0,0,0,0,0
125,80 Customers are considering this product right now.,1,Disguised Advertisement,customer are considering this product right now,0,0,0,0,1,0,0,0,0,0,1,0
159,88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,1,Disguised Advertisement,people viewed item in the last hour,0,0,0,0,1,0,0,0,0,0,1,1
1468,End Tables,0,Not a Dark Pattern,end table,0,0,0,0,0,0,0,0,0,0,0,0
1235,ONLY 2 LEFT IN STOCK!,1,False Urgency,only left in stock !,0,1,0,0,0,0,0,0,1,0,1,0
1123,Only few items left in stock,1,False Urgency,only few item left in stock,0,0,0,0,0,0,0,0,0,0,0,0
1535,Only 1.75 yards left in stock!,1,False Urgency,only yard left in stock !,0,0,0,0,0,0,0,0,1,0,1,0
688,"Brilliant! Chose what I wanted, and came a week later. Very happy with my purchase",0,Not a Dark Pattern,brilliant ! chose what i wanted and came a week later very happy with my purchase,0,0,0,0,0,0,0,0,1,0,0,1
267,71 people have purchased this item,1,Disguised Advertisement,people have purchased this item,0,0,0,0,1,0,0,0,0,0,1,0
1749,Subscribe & Save,1,Interface Interference,subscribe save,0,0,0,0,0,0,0,0,0,0,0,0
803,"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",0,Not a Dark Pattern,we use cooky to improve our service make personal offer and enhance your experience if you do not accept optional cooky below your experience may be affected if you want to know more please read the cookie policy,0,0,0,0,0,0,1,0,0,0,0,0
79,"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",1,Disguised Advertisement,long dress style beach cover up with lace detail jessica in metairie united state,0,0,0,0,0,0,0,0,0,0,0,0
8,"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",1,Disguised Advertisement,someone in kilwinning united kingdom just bought cuban link chain bracelet,0,0,0,0,0,0,0,0,0,0,0,0
509,00DAYS00HOURS14MINUTES21SECONDS,1,False Urgency,dayshoursminutesseconds,0,0,0,0,0,0,0,0,0,0,1,1
306,"Great prices, professional customer services",0,Not a Dark Pattern,great price professional customer service,0,0,0,0,0,0,0,0,0,0,0,0
638,Carnival Remotes,0,Not a Dark Pattern,carnival remote,0,0,0,0,0,0,0,0,0,0,0,0
1659,Hurry! Only 1 left in size M!!,1,False Urgency,hurry ! only left in size m ! !,1,1,0,0,0,0,0,0,3,0,1,0
946,Items in your cart are in high demand.,1,False Urgency,item in your cart are in high demand,0,1,0,0,0,0,0,0,0,0,0,0
1573,VIP Points!,0,Not a Dark Pattern,vip point !,0,0,0,0,0,0,0,0,1,0,0,0
230,Root Touch Up + Brow Filler,0,Not a Dark Pattern,root touch up brow filler,0,0,0,0,0,0,0,0,0,0,0,0
1639,Limited stock Only 2 left,1,False Urgency,limited stock only left,0,2,0,0,0,0,0,0,0,0,1,0
1573,"Looks like your cart is empty, let's fix that!",0,Not a Dark Pattern,look like your cart is empty let fix that !,0,0,0,0,0,0,0,0,1,0,0,0
1209,Over 500 left in stock,1,False Urgency,over left in stock,0,0,0,0,0,0,0,0,0,0,1,0
1630,Lasers,0,Not a Dark Pattern,laser,0,0,0,0,0,0,0,0,0,0,0,0
264,Choose your payment day. View your schedule and select pay now.,0,Not a Dark Pattern,choose your payment day view your schedule and select pay now,0,0,0,0,0,0,0,0,0,0,0,1
199,Hurry up! 6 people other than you have this product in their cart,1,Disguised Advertisement,hurry up ! people other than you have this product in their cart,1,0,0,0,1,0,0,0,1,0,1,0
1489,E-Gift Cards,0,Not a Dark Pattern,egift card,0,0,0,0,0,0,0,0,0,0,0,0
1168,1 LEFT,1,False Urgency,left,0,0,0,0,0,0,0,0,0,0,1,0
